date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:05:55	2775/2775	---M--	200	added ('OK')	text/css	etag:%22ad7-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/templates/phpsysinfo.css	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/templates/phpsysinfo.css	(from http://localhost:8080/phpsysinfo/)
15:06:25	4293/4293	---M--	200	added ('OK')	text/html	date:Sat,%2011%20Dec%202021%2009:35:55%20GMT	http://localhost:8080/phpsysinfo/index.php?disp=static	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/indexd903.html	(from http://localhost:8080/phpsysinfo/)
15:06:26	25426/25426	---MC-	200	added ('OK')	text/html	date:Sat,%2011%20Dec%202021%2009:36:25%20GMT	http://localhost:8080/phpsysinfo/index.php?disp=bootstrap	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/indexf60e.html	(from http://localhost:8080/phpsysinfo/)
15:06:26	283/283	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Dec%202021%2009:36:25%20GMT	http://localhost:8080/img/gifLogo.gif	C:/My%20Web%20Sites/purva/localhost_8080/img/gifLogo.43.delayed	(from http://localhost:8080/add_vhost.php?lang=english)
15:06:26	283/283	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Dec%202021%2009:36:26%20GMT	http://localhost:8080/img/pngWrench.png	C:/My%20Web%20Sites/purva/localhost_8080/img/pngWrench.png	(from http://localhost:8080/add_vhost.php?lang=english)
15:06:26	6576/6576	---M--	200	added ('OK')	text/html	date:Sat,%2011%20Dec%202021%2009:36:26%20GMT	http://localhost:8080/index.php?lang=english	C:/My%20Web%20Sites/purva/localhost_8080/index1d29.html	(from http://localhost:8080/add_vhost.php?lang=english)
15:06:26	318/318	---M--	200	added ('OK')	image/x-icon	date:Sat,%2011%20Dec%202021%2009:36:26%20GMT	http://localhost:8080/adminer/?file=favicon.ico&version=4.8.1	C:/My%20Web%20Sites/purva/localhost_8080/adminer/index885b.html	(from http://localhost:8080/adminer/)
15:06:26	6811/6811	---M--	200	added ('OK')	text/css	date:Sat,%2011%20Dec%202021%2009:36:26%20GMT	http://localhost:8080/adminer/?file=default.css&version=4.8.1	C:/My%20Web%20Sites/purva/localhost_8080/adminer/indexb16d.html	(from http://localhost:8080/adminer/)
15:06:28	10187/10187	---M--	200	added ('OK')	image/png	etag:%2227cb-5d2d03447dfb3%22	http://localhost:8080/purvatraders/wp-content/plugins/gtranslate/alt_flags.png	C:/My%20Web%20Sites/purva/localhost_8080/purvatraders/wp-content/plugins/gtranslate/alt_flags.png	(from http://localhost:8080/purvatraders/wp-content/plugins/gtranslate/gtranslate-style24.css?ver=5.8.2)
15:06:29	10230/10230	---M--	200	added ('OK')	image/png	etag:%2227f6-5d2d03447eb64%22	http://localhost:8080/purvatraders/wp-content/plugins/gtranslate/alt_flagsa.png	C:/My%20Web%20Sites/purva/localhost_8080/purvatraders/wp-content/plugins/gtranslate/alt_flagsa.png	(from http://localhost:8080/purvatraders/wp-content/plugins/gtranslate/gtranslate-style24.css?ver=5.8.2)
15:06:30	31630/31630	---M--	200	added ('OK')	image/png	etag:%227b8e-5d2d034477749%22	http://localhost:8080/purvatraders/wp-content/plugins/gtranslate/24a.png	C:/My%20Web%20Sites/purva/localhost_8080/purvatraders/wp-content/plugins/gtranslate/24a.png	(from http://localhost:8080/purvatraders/wp-content/plugins/gtranslate/gtranslate-style24.css?ver=5.8.2)
15:06:30	27548/27548	---MC-	200	added ('OK')	text/javascript	date:Sat,%2011%20Dec%202021%2009:36:26%20GMT	http://localhost:8080/adminer/?file=functions.js&version=4.8.1	C:/My%20Web%20Sites/purva/localhost_8080/adminer/index677c.html	(from http://localhost:8080/adminer/)
15:06:31	1372/1372	---M--	200	added ('OK')	image/gif	etag:%2255c-5942a870f08c0%22	http://localhost:8080/purvatraders/wp-admin/images/loading.gif	C:/My%20Web%20Sites/purva/localhost_8080/purvatraders/wp-admin/images/loading.gif	(from http://localhost:8080/purvatraders/wp-admin/css/forms.min.css?ver=5.8.2)
15:06:32	1521/1521	---M--	200	added ('OK')	image/svg+xml	etag:%225f1-51300c013bcc0%22	http://localhost:8080/purvatraders/wp-admin/images/wordpress-logo.svg?ver=20131107	C:/My%20Web%20Sites/purva/localhost_8080/purvatraders/wp-admin/images/wordpress-logo7d6b.svg	(from http://localhost:8080/purvatraders/wp-admin/css/login.min.css?ver=5.8.2)
15:06:32	3113/3113	---M--	200	added ('OK')	image/png	etag:%22c29-5a624e1454500%22	http://localhost:8080/purvatraders/wp-admin/images/w-logo-blue.png?ver=20131202	C:/My%20Web%20Sites/purva/localhost_8080/purvatraders/wp-admin/images/w-logo-blue7a53.png	(from http://localhost:8080/purvatraders/wp-admin/css/login.min.css?ver=5.8.2)
15:06:32	94/94	---M--	200	added ('OK')	image/gif	etag:%225e-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/gfx/html.gif	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/gfx/html.gif	(from http://localhost:8080/phpsysinfo/templates/phpsysinfo.css)
15:06:32	551/551	---M--	200	added ('OK')	image/gif	etag:%22227-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/gfx/body.gif	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/gfx/body.gif	(from http://localhost:8080/phpsysinfo/templates/phpsysinfo.css)
15:06:32	120/120	---M--	200	added ('OK')	image/gif	etag:%2278-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/gfx/htmlwarn.gif	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/gfx/htmlwarn.gif	(from http://localhost:8080/phpsysinfo/templates/phpsysinfo.css)
15:06:34	155713/155713	---M--	200	added ('OK')	text/css	etag:%2226041-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/templates/vendor/bootstrap.min.css	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/templates/vendor/bootstrap.min.css	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:35	937/937	---M--	200	added ('OK')	text/css	etag:%223a9-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/templates/vendor/bootstrap-webapp.css	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/templates/vendor/bootstrap-webapp.css	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:36	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dcf4-5aaa63de0f7c0%22	http://localhost:8080/purvatraders/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/purva/localhost_8080/purvatraders/wp-includes/fonts/dashicons7d4b.eot	(from http://localhost:8080/purvatraders/wp-includes/css/dashicons.min.css?ver=5.8.2)
15:06:36	15086/15086	---M--	200	added ('OK')	image/x-icon	etag:%223aee-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/gfx/favicon.ico	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/gfx/favicon.ico	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:36	0/0	---M--	200	added ('OK')	text/css	etag:%220-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/templates/misc/emptyfile.css	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/templates/misc/emptyfile.css	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:36	1285/1285	---M--	200	added ('OK')	image/gif	etag:%22505-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/gfx/logo_32.gif	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/gfx/logo_32.gif	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:36	56392/56392	---M--	200	added ('OK')	font/ttf	etag:%22dc48-5aaa63de0f7c0%22	http://localhost:8080/purvatraders/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/purva/localhost_8080/purvatraders/wp-includes/fonts/dashicons7d4b.ttf	(from http://localhost:8080/purvatraders/wp-includes/css/dashicons.min.css?ver=5.8.2)
15:06:37	1044/1044	---M--	200	added ('OK')	image/gif	etag:%22414-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/gfx/attention.gif	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/gfx/attention.gif	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:37	404/404	---M--	200	added ('OK')	image/gif	etag:%22194-5be811ab9dc00%22	http://localhost:8080/phpsysinfo/gfx/ajax-loader.gif	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/gfx/ajax-loader.gif	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:38	1022/1022	---M--	200	added ('OK')	application/x-javascript	date:Sat,%2011%20Dec%202021%2009:36:37%20GMT	http://localhost:8080/phpsysinfo/js.php?name=console-shim	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/js2afe.js	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:38	82444/82444	---MC-	200	added ('OK')	application/x-javascript	date:Sat,%2011%20Dec%202021%2009:36:37%20GMT	http://localhost:8080/phpsysinfo/js.php?name=jquery	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/js1448.js	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:39	9664/9664	---MC-	200	added ('OK')	application/x-javascript	date:Sat,%2011%20Dec%202021%2009:36:38%20GMT	http://localhost:8080/phpsysinfo/js.php?name=transparency	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/js22e4.js	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:39	5190/5190	---M--	200	added ('OK')	application/x-javascript	date:Sat,%2011%20Dec%202021%2009:36:39%20GMT	http://localhost:8080/phpsysinfo/js.php?name=sorttable	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/js1853.js	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:40	6212/6212	---M--	200	added ('OK')	application/x-javascript	date:Sat,%2011%20Dec%202021%2009:36:39%20GMT	http://localhost:8080/phpsysinfo/js.php?name=jquery.treegrid	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/js7fdc.js	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:40	2752/2752	---M--	200	added ('OK')	application/x-javascript	date:Sat,%2011%20Dec%202021%2009:36:40%20GMT	http://localhost:8080/phpsysinfo/js.php?name=bootstrap-util	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/js47bb.js	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:40	7844/7844	---M--	200	added ('OK')	application/x-javascript	date:Sat,%2011%20Dec%202021%2009:36:40%20GMT	http://localhost:8080/phpsysinfo/js.php?name=bootstrap-modal	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/jsc634.js	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:41	28256/28256	---MC-	200	added ('OK')	application/x-javascript	date:Sat,%2011%20Dec%202021%2009:36:40%20GMT	http://localhost:8080/phpsysinfo/js.php?name=phpsysinfo_bootstrap	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/js10db.js	(from http://localhost:8080/phpsysinfo/index.php?disp=bootstrap)
15:06:43	104213/104213	---MC-	200	added ('OK')	text/html	date:Sat,%2011%20Dec%202021%2009:36:41%20GMT	http://localhost:8080/index.php?phpinfo=-1	C:/My%20Web%20Sites/purva/localhost_8080/index80fb-2.html	(from http://localhost:8080/index.php?lang=english)
15:06:43	283/283	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Dec%202021%2009:36:43%20GMT	http://localhost:8080/phpsysinfo/ir.me	C:/My%20Web%20Sites/purva/localhost_8080/phpsysinfo/ir.me	(from http://localhost:8080/phpsysinfo/js.php?name=jquery)
15:06:44	16743/16743	---MC-	200	added ('OK')	text/html	date:Sat,%2011%20Dec%202021%2009:36:41%20GMT	http://localhost:8080/index.php?xdebuginfo	C:/My%20Web%20Sites/purva/localhost_8080/indexec3d-2.html	(from http://localhost:8080/index.php?lang=english)
